"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","목재생산업구분코드명","목재생산업종류명","취급목재제품","인력보유현황","년간생산량","자본금","상태구분명",
"235","원목생산업","09_27_02_P","5310000","531000090201300003","2013-10-29","","03","폐업","3","폐업","","","","","0557597855","","","경상남도 진주시 호탄동 629-3","경상남도 진주시 호탄길22번길 12-5 (호탄동)","660-310","흥림개발주식회사","2026-02-10 09:58:25","U","2026-02-12 02:40:00","","301753.182664343","185447.10755482","원목생산업","1종","폐업","","0","50","폐업",
"236","원목생산업","09_27_02_P","5710000","571000090201400001","2014-09-18","","03","폐업","3","폐업","","","","","296-0302","","","충청북도 청주시 청원구 사천동 421-5","충청북도 청주시 청원구 율봉로30번길 34 (사천동, 4층(사천동 주현빌딩))","363-220","***","2026-02-10 17:12:45","U","2026-02-12 02:40:00","","242396.217290506","351303.64293532","원목생산업","1종","원목","2명","0","50","폐업",
"237","원목생산업","09_27_02_P","5120000","512000090201900001","2019-02-08","","01","영업/정상","1","정상","","","","","","","","경상북도 문경시 흥덕동 445-1","경상북도 문경시 깃골길 35-5 (흥덕동)","36961","***","2026-02-10 16:11:47","U","2026-02-12 02:40:00","","308043.326086278","345622.654572634","원목생산업","2종","원목","","0","0","영업",
"238","원목생산업","09_27_02_P","5100000","510000090202300001","2023-08-14","","01","영업/정상","1","정상","","","","","","","","경상북도 영천시 북안면 내포리 289-1","경상북도 영천시 북안면 대경로 2639","38907","주식회사 지승","2026-02-10 09:43:42","U","2026-02-12 02:40:00","","381916.751154136","271147.144722237","원목생산업","2종","","","0","0","영업",
"239","원목생산업","09_27_02_P","5710000","571000090202000011","2020-09-07","","03","폐업","3","폐업","","","","","043-276-4602","","","","충청북도 청주시 서원구 서부로 1431, 산림조합중앙회 (개신동)","28646","***","2026-02-10 17:15:10","U","2026-02-12 02:40:00","","240760.639988225","346647.802214446","원목생산업","1종","원목","","0","0","폐업",
"240","원목생산업","09_27_02_P","5710000","571000090202000007","2020-08-07","","03","폐업","3","폐업","","","","","043-292-2492","","","충청북도 청주시 상당구 용정동 1161","충청북도 청주시 상당구 용정로 44-1, 202호 (용정동)","28748","늘푸른임업","2026-02-10 17:14:26","U","2026-02-12 02:40:00","","246277.997938698","347752.949164474","원목생산업","1종","","김종석","0","50","폐업",
"241","원목생산업","09_27_02_P","5310000","531000090202200005","2022-11-22","","01","영업/정상","1","정상","","","","","","","","경상남도 진주시 충무공동 287-6","경상남도 진주시 에나로 146, 1401호 (충무공동)","52856","에프엔이 주식회사","2026-02-10 10:00:10","U","2026-02-12 02:40:00","","304189.722820889","186983.743346729","원목생산업","2종","원목","","0","0","영업",
"242","원목생산업","09_27_02_P","4281000","428100090202100004","2021-10-19","","01","영업/정상","1","정상","","","","","","","","","강원특별자치도 평창군 평창읍 윗상리길 40","25371","***","2026-02-10 13:25:15","U","2026-02-12 02:40:00","","325604.535869205","430495.767574874","원목생산업","2종","원목","","0","0","영업",
"243","원목생산업","09_27_02_P","4281000","428100090202200001","2022-04-12","","01","영업/정상","1","정상","","","","","","","","","강원특별자치도 평창군 대화면 대화중앙로 160","25358","***","2026-02-10 13:27:43","U","2026-02-12 02:40:00","","328611.043003952","445549.192899542","원목생산업","2종","원목","","0","0","영업",
"244","원목생산업","09_27_02_P","5100000","510000090201900001","2019-09-26","","01","영업/정상","1","정상","","","","","054-334-2694","","","경상북도 영천시 완산동 1102 영천시 산림조합","경상북도 영천시 금완로 48, 영천시 산림조합 (완산동)","38892","영천시 산림조합","2026-02-10 09:43:14","U","2026-02-12 02:40:00","","374371.614704894","275029.220871401","원목생산업","1종","","산림경영기술자 초급1,고급1","0","796","영업",
"245","원목생산업","09_27_02_P","5710000","571000090202000010","2020-08-13","","03","폐업","3","폐업","","","","","044-865-7123","","","충청북도 청주시 서원구 남이면 척북리 74-7 삼포아파트","충청북도 청주시 서원구 남이면 저산척북로 636-10, 101동 410호 (삼포아파트)","28182","주식회사 삼보엘에스피","2026-02-10 17:13:49","U","2026-02-12 02:40:00","","237838.853236073","341288.352795115","원목생산업","1종","원목","","0","50","폐업",
"246","원목생산업","09_27_02_P","5120000","512000090201900003","2019-10-16","","01","영업/정상","1","정상","","","","","054-555-2304","","","경상북도 문경시 모전동 687 문경시산림조합,임산물유통센터","경상북도 문경시 매봉1길 67, 문경시산림조합,임산물유통센터 (모전동)","36977","문경시산림조합","2026-02-10 16:11:29","U","2026-02-12 02:40:00","","305746.845213363","343911.787574349","원목생산업","1종","원목","","0","0","영업",
"247","원목생산업","09_27_02_P","5370000","537000090201900002","2019-09-09","","01","영업/정상","1","정상","","","","","055-639-4328","","","경상남도 거제시 고현동 963-13","경상남도 거제시 고현로13길 2 (고현동)","53250","거제시 산림조합","2026-02-10 10:27:03","U","2026-02-12 02:40:00","","348632.447509165","155613.254560718","원목생산업","1종","산림사업 등을 통한 산림바이오매스","","0","0","영업",
"248","원목생산업","09_27_02_P","5100000","510000090202400002","2024-01-31","","01","영업/정상","1","정상","","","","","","","","","경상북도 포항시 남구 연일읍 유강길9번길 37-3, b동 301호 (로얄빌라)","37656","***","2026-02-10 10:05:38","U","2026-02-12 02:40:00","","408703.508844014","280569.102652232","원목생산업","2종","","김민주","5000","10","영업",
"249","원목생산업","09_27_02_P","5100000","510000090202300004","2023-10-12","","01","영업/정상","1","정상","","","","","","","","경상북도 영천시 청통면 우천리 1012-5","경상북도 영천시 청통면 청통로 296","38872","***","2026-02-10 10:05:04","U","2026-02-12 02:40:00","","367671.688779635","278153.894337463","원목생산업","2종","제재목","강창규","0","0","영업",
"250","원목생산업","09_27_02_P","5090000","509000090202000002","2020-11-11","","03","폐업","3","폐업","","","","","054)635-4244","","","경상북도 영주시 하망동 347-16 영주시산림조합","경상북도 영주시 영주로231번길 12, 영주시산림조합 (하망동)","36074","영주시산림조합","2026-02-10 14:43:53","U","2026-02-12 02:40:00","","344943.533475303","370651.265883716","원목생산업","1종","","3명","0","3740","폐업",
"251","원목생산업","09_27_02_P","4870000","487000090202400001","2024-04-11","","01","영업/정상","1","정상","","","","","","","","","전라남도 구례군 토지면 문수길 422","57624","***","2026-02-10 15:15:41","U","2026-02-12 02:40:00","","248194.683626913","193689.974246587","원목생산업","2종","","산림기술자 경영기능 2급 1명","0","10","영업",
"252","원목생산업","09_27_02_P","5100000","510000090201900002","2019-11-12","","03","폐업","3","폐업","","","","","","","","경상북도 영천시 도동 751-6","경상북도 영천시 도동구역길 183-1(도동)","38896","신영임업","2026-02-10 09:08:30","U","2026-02-12 02:40:00","","373863.288510183","272236.603131115","원목생산업","2종","목재","2명","0","42","폐업",
"253","원목생산업","09_27_02_P","5120000","512000090202000001","2020-06-10","","01","영업/정상","1","정상","","","","","054-554-1512","","","","경상북도 문경시 중창리길 16-2 (창동)","36958","***","2026-02-10 16:16:16","U","2026-02-12 02:40:00","","306798.860568603","349090.646311138","원목생산업","2종","원목","","0","0","영업",
"254","원목생산업","09_27_02_P","4311000","431100090201900002","2019-12-20","","02","휴업","2","휴업","","","","","","","","","강원특별자치도 화천군 간동면 파로호로 48","24132","***","2026-02-10 17:30:15","U","2026-02-12 02:40:00","","266448.556077408","509993.250754394","원목생산업","2종","원목","교육이수자 1명","5000","10","휴업",
"255","원목생산업","09_27_02_P","4311000","431100090202100001","2021-01-05","","02","휴업","2","휴업","","","","","","","","","강원특별자치도 화천군 사내면 포화로 787","24150","***","2026-02-10 17:30:32","U","2026-02-12 02:40:00","","243101.481812896","507379.602435057","원목생산업","2종","원목,펄프","1","5000","10","휴업",
"256","원목생산업","09_27_02_P","5310000","531000090202200001","2022-07-26","","03","폐업","3","폐업","","","","","","","","경상남도 진주시 충무공동 289-4 토원빌딩","경상남도 진주시 에나로128번길 26, 토원빌딩 803호 (충무공동)","52856","바이오에너지웍스 주식회사","2026-02-10 10:00:46","U","2026-02-12 02:40:00","","304172.681102501","186882.813409717","원목생산업","2종","폐업","","0","0","폐업",
"257","원목생산업","09_27_02_P","5100000","510000090202300003","2023-09-26","","01","영업/정상","1","정상","","","","","","","","경상북도 영천시 야사동 178-29","경상북도 영천시 호국로 54-1 (야사동)","38860","영남임업","2026-02-10 09:45:57","U","2026-02-12 02:40:00","","375272.358115428","276510.386301202","원목생산업","2종","일반제재","김정훈","0","0","영업",
"258","원목생산업","09_27_02_P","5080000","508000090202500003","2025-09-11","","01","영업/정상","1","정상","","","","","","","","경상북도 구미시 부곡동 47","경상북도 구미시 야은로7길 47 (부곡동)","39203","태봉임업","2026-02-10 14:25:14","U","2026-02-12 02:40:00","","317275.890117861","294764.092536327","원목생산업","2종","","","0","0","영업",
"259","원목생산업","09_27_02_P","5080000","508000090202500001","2025-01-10","","03","폐업","3","폐업","","","","","","","","경상북도 구미시 송정동 447-2","경상북도 구미시 구미중앙로42길 5-66, 송정동 3층 33호 (송정동)","39271","주식회사 태성임업","2026-02-10 14:22:35","U","2026-02-12 02:40:00","","321756.407245933","291848.485397961","원목생산업","1종","","","0","0","폐업",
"260","원목생산업","09_27_02_P","5190000","519000090202600002","2026-02-11","","01","영업/정상","1","정상","","","","","","","","","경상북도 청도군 화양읍 노산길 71","38326","***","2026-02-11 07:58:09","I","2026-02-13 00:20:38","","354176.259721559","242557.637607158","원목생산업","2종","참나무 등 잡목","산림경영기술자 기능1급","0","10","영업",
"261","원목생산업","09_27_02_P","5470000","547000090201300003","2013-09-09","","01","영업/정상","1","정상","","","","","","","","","경상남도 거창군 거창읍 주곡로 27","670-803","중앙제재소","2026-02-11 17:12:07","U","2026-02-13 02:40:00","","283095.969943986","244560.121000162","원목생산업","2종","원목","1","5000","16","영업",
"262","원목생산업","09_27_02_P","5090000","509000090201600001","2016-01-05","","01","영업/정상","1","정상","","","","","","","","경상북도 영주시 풍기읍 성내리 134-1 풍기우신강변타운","경상북도 영주시 풍기읍 남원로 136 (풍기우신강변타운)","36027","송림조경","2026-02-11 21:23:49","U","2026-02-13 02:40:00","","335529.645442991","375367.451304681","원목생산업","2종","원목","","0","0","영업",
"263","원목생산업","09_27_02_P","5690000","569000090201500001","2015-02-04","","01","영업/정상","1","정상","","","","","","","","세종특별자치시 고운동 1387 가락마을22단지","세종특별자치시 마음로 322, 2202동 1101층 (고운동, 가락마을22단지)","30062","대창임업","2026-02-11 17:15:00","U","2026-02-13 02:40:00","","221497.210420056","335400.280221087","원목생산업","2종","입목, 죽","","5000","10","영업",
"264","원목생산업","09_27_02_P","5710000","571000090201500004","2015-03-10","","02","휴업","2","휴업","","","","","","","","","충청북도 청주시 서원구 분평로 18, 706동 503호 (분평동, 주공아파트)","362-857","***","2026-02-11 10:35:45","U","2026-02-13 02:40:00","","243524.99899641","345246.708360932","원목생산업","2종","원목","신장호","0","20","휴업",
"265","원목생산업","09_27_02_P","5710000","441000090201300037","2013-12-11","","02","휴업","2","휴업","","","","","0432251901","","","","충청북도 청주시 상당구 미원면 단재로 2879","","밤나무고을벌목","2026-02-11 10:30:27","U","2026-02-13 02:40:00","","261458.97099331","351436.306660568","원목생산업","2종","원목","교육이수","5000","10","휴업",
"266","원목생산업","09_27_02_P","5710000","571000090201500008","2015-07-22","","03","폐업","3","폐업","","","","","269-5364","","","충청북도 청주시 서원구 남이면 척산리 230-5","충청북도 청주시 서원구 남이면 척산3길 6-9","","***","2026-02-11 10:37:46","U","2026-02-13 02:40:00","","240038.87627446","339969.251079505","원목생산업","2종","원목","","0","0","폐업",
"267","원목생산업","09_27_02_P","5710000","571000090201500017","2015-09-25","","02","휴업","2","휴업","","","","","","","","","충청북도 청주시 상당구 가덕면 한계1길 191-11","28189","***","2026-02-11 10:38:49","U","2026-02-13 02:40:00","","250284.116312015","345544.011296423","원목생산업","2종","","","0","0","휴업",
"268","원목생산업","09_27_02_P","5710000","571000090201500011","2015-08-07","","03","폐업","3","폐업","","","","","","","","","충청북도 청주시 상당구 중흥로 71, 108동 1304호 (용암동, 건영아파트)","28773","***","2026-02-11 10:52:19","U","2026-02-13 02:40:00","","244989.781943442","345848.992476668","원목생산업","2종","원목","","0","10","폐업",
"269","원목생산업","09_27_02_P","5710000","571000090201500013","2015-08-06","","02","휴업","2","휴업","","","","","288-8482","","","충청북도 청주시 상당구 남일면 문주리 62","충청북도 청주시 상당구 남일면 은행상야로 138","360-843","***","2026-02-11 10:38:19","U","2026-02-13 02:40:00","","250147.582802344","342902.182093964","원목생산업","2종","원목","","0","32","휴업",
"270","원목생산업","09_27_02_P","5710000","571000090201600003","2016-02-02","","03","폐업","3","폐업","","","","","","","","","충청북도 청주시 서원구 대원로40번길 8-1 (사직동)","28553","***","2026-02-11 10:39:21","U","2026-02-13 02:40:00","","242890.062810314","348824.963749096","원목생산업","2종","원목","여","5000","10","폐업",
"271","원목생산업","09_27_02_P","5710000","571000090201500018","2015-11-11","","03","폐업","3","폐업","","","","","","","","충청북도 청주시 상당구 용암동 2083 용암동 삼일 무지개 아파트","충청북도 청주시 상당구 무농정로 103, 105동 104호 (용암동, 용암동 삼일 무지개 아파트)","28778","나무사랑","2026-02-11 10:52:56","U","2026-02-13 02:40:00","","245721.652152913","345682.230106599","원목생산업","2종","","","0","0","폐업",
"272","원목생산업","09_27_02_P","5710000","571000090201600004","2016-02-24","","03","폐업","3","폐업","","","","","043-278-3800","","","","충청북도 청주시 흥덕구 가경로 61, 105동 1103호 (가경동, 효성아파트)","28407","***","2026-02-11 10:40:55","U","2026-02-13 02:40:00","","239327.52423614","346712.905944595","원목생산업","2종","참나무 외2종","","5000","15","폐업",
"273","원목생산업","09_27_02_P","5710000","571000090201700002","2017-02-02","","03","폐업","3","폐업","","","","","","","","","충청북도 청주시 상당구 수영로156번길 73-8 (영운동)","28741","***","2026-02-11 10:43:17","U","2026-02-13 02:40:00","","245136.066526118","346616.679743473","원목생산업","2종","원목","","5000","10","폐업",
"274","원목생산업","09_27_02_P","5710000","571000090201700003","2017-02-18","","02","휴업","2","휴업","","","","","","","","충청북도 청주시 흥덕구 평동 212","","","***","2026-02-11 10:42:41","U","2026-02-13 02:40:00","","236667.351956944","351101.381528425","원목생산업","2종","","","0","0","휴업",
"275","원목생산업","09_27_02_P","5710000","571000090201700010","2017-06-26","","02","휴업","2","휴업","","","","","","","","","충청북도 청주시 상당구 낭성면 관정길 85","28194","***","2026-02-11 10:44:17","U","2026-02-13 02:40:00","","256487.737290153","346119.208172145","원목생산업","2종","","","0","0","휴업",
"276","원목생산업","09_27_02_P","5710000","571000090201700014","2017-10-30","","02","휴업","2","휴업","","","","","","","","충청북도 청주시 흥덕구 봉명동 1938","충청북도 청주시 흥덕구 봉정로62번길 20, 102호 (봉명동)","28448","***","2026-02-11 10:46:21","U","2026-02-13 02:40:00","","240827.134119135","349802.74949634","원목생산업","2종","","","0","0","휴업",
"277","원목생산업","09_27_02_P","5710000","436000090201300001","2013-07-10","","02","휴업","2","휴업","","","","","212-2419","","","","충청북도 청주시 청원구 율천북로13번길 10, 102호 (사천동)","28342","***","2026-02-11 10:44:59","U","2026-02-13 02:40:00","","242321.014819183","351159.309213054","원목생산업","2종","","원목생산관련교육이수자1명","0","10","휴업",
"278","원목생산업","09_27_02_P","5710000","571000090201700016","2017-11-27","","03","폐업","3","폐업","","","","","","","","","충청북도 청주시 서원구 직지대로772번길 14, 1동 503호 (사직동, 평화아파트)","28548","***","2026-02-11 10:45:33","U","2026-02-13 02:40:00","","242647.162211118","349297.148425719","원목생산업","2종","원목","","0","0","폐업",
"279","원목생산업","09_27_02_P","5710000","571000090201800001","2018-01-05","","03","폐업","3","폐업","","","","","","","","","충청북도 청주시 서원구 호국로162번길 22, 408호 (사직동, 부강아파트)","28551","***","2026-02-11 10:47:13","U","2026-02-13 02:40:00","","242595.371936217","349078.663312886","원목생산업","2종","","","0","0","폐업",
"280","원목생산업","09_27_02_P","5710000","571000090201800008","2018-05-17","","03","폐업","3","폐업","","","","","043-269-3885","","","","충청북도 청주시 서원구 남이면 저산척북로 542","28183","***","2026-02-11 10:48:12","U","2026-02-13 02:40:00","","237014.485989973","340698.623278224","원목생산업","2종","원목","배문수","5000","600","폐업",
"281","원목생산업","09_27_02_P","5710000","441000090201300015","2013-11-04","","03","폐업","3","폐업","","","","","0432972460","","","충청북도 청주시 상당구 가덕면 상야리 118-2 2통","충청북도 청주시 상당구 가덕면 은행상야로 232","","***","2026-02-11 10:32:38","U","2026-02-13 02:40:00","","250348.53949716","343786.192063906","원목생산업","2종","원목","원목생산업기본교육이수자1명확보","5000","10","폐업",
"282","원목생산업","09_27_02_P","5710000","441000090201300016","2013-11-11","","03","폐업","3","폐업","","","","","043-214-4730","","","충청북도 청주시 청원구 내수읍 은곡리 302 천일아파트 206동 801호","충청북도 청주시 청원구 내수읍 은곡묵방길 52-9","363-931","우심임업","2026-02-11 10:33:50","U","2026-02-13 02:40:00","","246861.482072174","356729.149270079","원목생산업","2종","원목","관련교육이수자","5000","10","폐업",
"283","원목생산업","09_27_02_P","5710000","441000090201300017","2013-11-11","","02","휴업","2","휴업","","","","","297-5814","","","","충청북도 청주시 상당구 낭성면 단재로 1772-10","363-862","기상임업","2026-02-11 10:31:28","U","2026-02-13 02:40:00","","254513.781041914","343400.560761134","원목생산업","2종","원목","관련교육이수","5000","16","휴업",
"284","원목생산업","09_27_02_P","5710000","571000090201400006","2014-11-07","","02","휴업","2","휴업","","","","","","","","","충청북도 청주시 흥덕구 신성로124번길 44 (신성동)","361-450","***","2026-02-11 10:32:03","U","2026-02-13 02:40:00","","","","원목생산업","2종","","","0","0","휴업",
"285","원목생산업","09_27_02_P","5710000","571000090201500001","2015-01-16","","02","휴업","2","휴업","","","","","","","","","충청북도 청주시 상당구 남사로112번길 65 (남문로1가)","","공공벌목","2026-02-11 10:34:49","U","2026-02-13 02:40:00","","243575.178016281","347655.162964779","원목생산업","2종","원목","김동예","0","10","휴업",
"286","원목생산업","09_27_02_P","5710000","441000090201300001","2013-10-17","","03","폐업","3","폐업","","","","","043-215-9229","","","","충청북도 청주시 청원구 오창읍 호죽성재로 546","28104","***","2026-02-11 10:49:33","U","2026-02-13 02:40:00","","229311.459169074","358361.888279885","원목생산업","2종","원목","산림경영기술자기술1급 등 1인","0","9157","폐업",
"287","원목생산업","09_27_02_P","5710000","436000090201300003","2013-10-14","","03","폐업","3","폐업","","","","","07082460052","","","충청북도 청주시 청원구 율량동 목화아파트 103동 507호","","360-210","청림임업","2026-02-11 10:25:48","U","2026-02-13 02:40:00","","","","원목생산업","2종","원목","1","5000","11","폐업",
"288","원목생산업","09_27_02_P","5710000","436000090201300006","2013-11-06","","02","휴업","2","휴업","","","","","","","","충청북도 청주시 상당구 남일면 고은리 190 3통","충청북도 청주시 상당구 남일면 윗고분터길 33-5","363-842","***","2026-02-11 10:27:29","U","2026-02-13 02:40:00","","246265.393787884","340665.918452769","원목생산업","2종","","","0","0","휴업",
"289","원목생산업","09_27_02_P","5710000","436000090201300007","2013-11-18","","03","폐업","3","폐업","","","","","","","","충청북도 청주시 흥덕구 강서동 59 3통1반","충청북도 청주시 흥덕구 강서로27번길 89 (강서동)","361-872","***","2026-02-11 10:28:01","U","2026-02-13 02:40:00","","237724.943038089","346901.654115864","원목생산업","2종","","","0","0","폐업",
"290","원목생산업","09_27_02_P","5710000","436000090201300013","2013-12-03","","02","휴업","2","휴업","","","","","0432338757","","","충청북도 청주시 서원구 성화동 65통4반 청주성화2 다안채6단지아파트 604동 1205호","충청북도 청주시 서원구 구룡산로52번길 51,604동 1205호 (성화동,청주성화2 다안채6단지아파트)","361-230","***","2026-02-11 10:26:24","U","2026-02-13 02:40:00","","240325.551220927","345704.959466262","원목생산업","2종","","","0","0","휴업",
"291","원목생산업","09_27_02_P","5710000","441000090201300006","2013-09-26","","03","폐업","3","폐업","","","","","","","","","충청북도 청주시 청원구 내수읍 내수로 639","363-797","소람포레스트","2026-02-11 10:29:24","U","2026-02-13 02:40:00","","247263.848391871","357905.751262379","원목생산업","2종","원목","산림경영기술자 기술2급","5000","10","폐업",
"292","원목생산업","09_27_02_P","5470000","547000090201800002","2018-09-05","","01","영업/정상","1","정상","","","","","","","","경상남도 거창군 가북면 우혜리 799-1","경상남도 거창군 가북면 감월길 707-211","50117","***","2026-02-11 16:10:45","U","2026-02-13 02:40:00","","292660.690643814","253840.637175798","원목생산업","2종","소나무, 낙엽송, 참나무 등","","0","0","영업",
"293","원목생산업","09_27_02_P","4910000","491000090201300025","2014-01-02","","03","폐업","3","폐업","","","","","","","","전라남도 장흥군 안양면 모령리 297-1","전라남도 장흥군 안양면 풍암길 17","","고영철","2026-02-11 15:38:01","U","2026-02-13 02:40:00","","196738.911675667","126952.176659181","원목생산업","2종","원목","1인","5000","10","폐업",
"294","원목생산업","09_27_02_P","5470000","547000090201900004","2019-12-30","","01","영업/정상","1","정상","","","","","","","","","경상남도 거창군 거창읍 강남로1길 47","50142","***","2026-02-11 16:17:24","U","2026-02-13 02:40:00","","281701.024139277","242858.923997249","원목생산업","2종","소나무, 낙엽송, 참나무 등","","0","0","영업",
"295","원목생산업","09_27_02_P","5710000","571000090202000003","2020-05-25","","03","폐업","3","폐업","","","","","","","","","충청북도 청주시 청원구 상당로232번길 6, 증산도 5층 507호 (우암동)","28505","***","2026-02-11 10:51:38","U","2026-02-13 02:40:00","","243697.279792767","349866.025350453","원목생산업","2종","원목","","0","0","폐업",
"296","원목생산업","09_27_02_P","5710000","571000090202000004","2020-05-25","","03","폐업","3","폐업","","","","","","","","충청북도 청주시 청원구 우암동 118-16 증산도","충청북도 청주시 청원구 상당로232번길 6, 증산도 5층 507호 (우암동)","28505","(유)녹색산림개발","2026-02-11 10:54:03","U","2026-02-13 02:40:00","","243697.279792767","349866.025350453","원목생산업","2종","원목","","0","0","폐업",
"297","원목생산업","09_27_02_P","5710000","571000090201900007","2019-07-30","","03","폐업","3","폐업","","","","","","","","","충청북도 청주시 상당구 영운천로91번길 57, 3동 304호 (금천동, 삼일아파트)","28740","***","2026-02-11 10:50:58","U","2026-02-13 02:40:00","","245202.242503983","346892.663423448","원목생산업","2종","원목","","5000","10","폐업",
"298","원목생산업","09_27_02_P","5710000","571000090202100005","2021-04-02","","03","폐업","3","폐업","","","","","","","","","충청북도 청주시 상당구 꽃산서로8번길 24, 2층 (금천동)","28732","***","2026-02-11 10:56:11","U","2026-02-13 02:40:00","","245124.934304595","347138.620771095","원목생산업","2종","원목","교육수료자 1인","0","10","폐업",
"299","원목생산업","09_27_02_P","4201000","420100090201700005","2017-06-15","","01","영업/정상","1","정상","","","","","0336618989","","","","강원특별자치도 강릉시 연곡면 연주로 79","","***","2026-02-11 09:51:58","U","2026-02-13 02:40:00","","361585.492993598","486116.196315449","원목생산업","2종","원목","","0","10","영업",
"300","원목생산업","09_27_02_P","4000000","400000090202000001","2020-08-27","","03","폐업","3","폐업","","","","","","","","경기도 오산시 원동 754-17 전문광택점","경기도 오산시 경기대로 255, 전문광택점 1층 (원동)","18138","혜원목재","2026-02-11 10:49:14","U","2026-02-13 02:40:00","","206447.705412324","405106.361648413","원목생산업","2종","","","0","0","폐업",
"301","원목생산업","09_27_02_P","5470000","547000090201900003","2019-09-27","","01","영업/정상","1","정상","","","","","","","","경상남도 거창군 거창읍 김천리 30-1 거창군산림조합","경상남도 거창군 거창읍 거함대로4길 64, 거창군산림조합","50144","거창군산림조합","2026-02-11 16:12:18","U","2026-02-13 02:40:00","","282660.690041064","242968.055580079","원목생산업","1종","소나무, 낙엽송, 활잡목 등","","0","0","영업",
"302","원목생산업","09_27_02_P","5710000","571000090202100004","2021-03-24","","03","폐업","3","폐업","","","","","","","","","충청북도 청주시 청원구 충청대로84번길 30, 104동 202호 (내덕동, 율량 서희 스타힐스)","28495","***","2026-02-11 10:55:41","U","2026-02-13 02:40:00","","244198.224579245","351476.882433572","원목생산업","2종","원목","안성자","5000","10","폐업",
"303","원목생산업","09_27_02_P","5710000","571000090202300003","2023-06-10","","03","폐업","3","폐업","","","","","","","","","충청북도 청주시 상당구 용암북로6번길 37, 지하 1층 102호 (용암동)","28771","***","2026-02-11 10:59:29","U","2026-02-13 02:40:00","","244922.391472968","346012.347836983","원목생산업","2종","","","0","0","폐업",
"304","원목생산업","09_27_02_P","5470000","547000090202300001","2023-11-29","","01","영업/정상","1","정상","","","","","","","","경상남도 거창군 거창읍 대평리 1055-5","경상남도 거창군 거창읍 대평3길 51, 백두빌 202호","50145","행복목재","2026-02-11 17:11:10","U","2026-02-13 02:40:00","","283275.53828174","243162.0438421","원목생산업","2종","원목","","5000","10","영업",
"305","원목생산업","09_27_02_P","5710000","571000090202300009","2023-09-20","","02","휴업","2","휴업","","","","","","","","","충청북도 청주시 상당구 영운천로51번길 22, 태암수정아파트 상가동 303호 (영운동)","28742","***","2026-02-11 10:59:00","U","2026-02-13 02:40:00","","245027.151597247","346487.520542356","원목생산업","2종","","","0","0","휴업",
"306","원목생산업","09_27_02_P","5710000","571000090202100001","2021-01-28","","02","휴업","2","휴업","","","","","","","","","충청북도 청주시 상당구 영운천로83번길 25, 101동 202호 (영운동, 삼진화랑아파트)","28741","***","2026-02-11 10:54:41","U","2026-02-13 02:40:00","","245235.514139387","346694.507275013","원목생산업","2종","","","0","0","휴업",
"307","원목생산업","09_27_02_P","5470000","547000090201900002","2019-08-12","","01","영업/정상","1","정상","","","","","","","","경상남도 거창군 거창읍 중앙리 152-7 거창사과원예농협","경상남도 거창군 거창읍 시장2길 20, 거창사과원예농협","50138","***","2026-02-11 16:11:51","U","2026-02-13 02:40:00","","282616.67764687","243290.075543158","원목생산업","2종","소나무, 낙엽송, 참나무 등","","0","0","영업",
"308","원목생산업","09_27_02_P","5470000","547000090201900001","2019-08-12","","01","영업/정상","1","정상","","","","","","","","","경상남도 거창군 거창읍 거열로4길 146, 701호 (티씨티)","50130","***","2026-02-11 16:11:22","U","2026-02-13 02:40:00","","282013.449012959","244275.354606017","원목생산업","2종","소나무, 낙엽송, 참나무 등","","0","0","영업",
"309","원목생산업","09_27_02_P","5710000","571000090202000012","2020-12-11","","03","폐업","3","폐업","","","","","","","","","충청북도 청주시 상당구 무농정로 103, 105동 104호 (용암동, 용암동 삼일 무지개 아파트)","28778","***","2026-02-11 10:53:30","U","2026-02-13 02:40:00","","245721.652152913","345682.230106599","원목생산업","2종","원목","","0","14","폐업",
"310","원목생산업","09_27_02_P","5710000","571000090202300007","2023-07-18","","03","폐업","3","폐업","","","","","","","","","충청북도 청주시 청원구 오창읍 중부로 760, 106동 1205호 (오창 롯데캐슬 더 하이스트)","28118","***","2026-02-11 10:57:35","U","2026-02-13 02:40:00","","238915.533163795","356625.504495338","원목생산업","2종","원목","","0","10","폐업",
"311","원목생산업","09_27_02_P","5690000","569000090202200003","2022-11-09","","01","영업/정상","1","정상","","","","","","","","세종특별자치시 종촌동 640 가재마을4단지","세종특별자치시 도움3로 160, 407동 23층 3호 (종촌동, 가재마을4단지)","30064","세종임업","2026-02-11 17:19:22","U","2026-02-13 02:40:00","","221718.165889086","333998.543373303","원목생산업","2종","펄프, 화목","교육이수","10000000","10","영업",
"312","원목생산업","09_27_02_P","5470000","547000090202500002","2025-07-23","","01","영업/정상","1","정상","","","","","","","","경상남도 거창군 거창읍 대동리 980-15","경상남도 거창군 거창읍 소만1길 55-16","50135","주남목재","2026-02-11 17:10:40","U","2026-02-13 02:40:00","","283217.77445963","244216.16359857","원목생산업","2종","원목","","0","0","영업",
